submission_date,starttime,endtime,tinh,tentinh,huyen,tenhuyen,xa,tenxa,thon,tenthon,khuvuc,idcode0,nguoipv,entry,a001,a002,a005,a005a,a006,a008,a008a,a008aa,a009,a009a,z8,instanceID
"2017-10-11 09:42:28","2017-10-11 08:59:00","2017-10-11 09:42:22","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000547","Ấp 1","Nông thôn",11,"Pham giang hoi",219,"Nam",37,"Kinh","","Tốt nghiệp cấp III","Tai xe","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:3758b888-d96b-4d5c-903e-d97bba5ff1e3"
"2017-10-10 10:28:56","2017-10-10 09:45:35","2017-10-10 10:28:51","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",42,"Nguyen thi thao",11,"Nam",61,"Kinh","","Chưa học hết cấp II","Lam nong","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:2e690fae-0d9c-4a19-85cd-b882d876e3ff"
"2017-10-10 16:44:41","2017-10-10 15:57:33","2017-10-10 16:44:29","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",44,"LE THI KIM LY",271,"Nữ",42,"Kinh","","Tốt nghiệp cấp II","Chan nuoi","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:c2306f4a-0481-42a8-87f4-e205427738fd"
"2017-10-13 09:01:17","2017-10-13 08:03:11","2017-10-13 09:01:10","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",20,"Tran phuong thao",300,"Nam",45,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Cong chuc nha nuoc","Nhân viên văn phòng / Bán hàng","","Cơ quan nhà nước","","Khong co","uuid:c5c62a90-dba0-4f4d-983f-e207cb3e7466"
"2017-10-15 10:07:04","2017-10-15 09:31:00","2017-10-15 10:06:53","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",18,"Ho le kieu mi",215,"Nữ",45,"Kinh","","Tốt nghiệp cấp II","Tho may","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:1c8b2c5b-7566-4afd-b2eb-c7712e2dadc9"
"2017-10-10 14:33:14","2017-10-10 13:25:50","2017-10-10 14:33:10","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",11,"Nguyen thi thanh thanh",251,"Nam",63,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:5c277fce-d841-4a23-b50c-bf723b02aaa1"
"2017-10-15 08:02:09","2017-10-15 07:23:50","2017-10-15 08:02:07","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625716","ấp Tây Điều","Nông thôn",6,"Nguyen thi thanh thanh",251,"Nam",68,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:59c1c7cd-ab9f-478d-a778-b0ffdc9090ce"
"2017-10-11 10:54:59","2017-10-11 10:15:28","2017-10-11 10:54:56","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",41,"Nguyen khac cuong",148,"Nam",33,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:5c47241b-c1b0-4b1b-a29c-4019926c2c0f"
"2017-10-12 09:50:42","2017-10-12 09:05:11","2017-10-12 09:50:40","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",19,"LE THI KIM LY",271,"Nữ",58,"Kinh","","Tốt nghiệp cấp II","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:4b5bbe29-529b-47a0-a899-9216048b8d47"
"2017-10-13 09:52:11","2017-10-13 09:10:28","2017-10-13 09:52:05","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",18,"LE THI KIM LY",271,"Nữ",46,"Kinh","","Chưa học hết cấp II","Lam dich vu nau an","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:3243e67d-abac-4f85-80da-ba9fda04fe4b"
"2017-10-12 15:36:14","2017-10-12 14:57:06","2017-10-12 15:36:09","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500544","Ấp Nhị Hòa","Nông thôn",40,"Tran phuong thao",300,"Nam",63,"Kinh","","Tốt nghiệp cấp II","Nghi huu","Nhân viên văn phòng / Bán hàng","","Dịch vụ/Kinh doanh (Nhà nước)","","Khong co","uuid:d2659458-1012-4654-a758-7e1f2b59468d"
"2017-10-14 15:31:21","2017-10-14 14:56:36","2017-10-14 15:31:15","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",12,"TRAN PHUONG THAO",300,"Nữ",60,"Kinh","","Chưa học hết cấp II","Nghi huu","Lao động có tay nghề","","Công nghiệp (Nhà nước)","","Khong co","uuid:665dd71f-b0cd-427d-b0c9-bd782dfbc04e"
"2017-10-14 14:55:11","2017-10-14 14:20:11","2017-10-14 14:55:08","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632619","Ấp LẤp Thành","Nông thôn",16,"LE THI KIM LY",271,"Nam",29,"Kinh","","Tốt nghiệp cấp III","Duoc si trong benh vien","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Cơ quan nhà nước","","Khong co","uuid:ba0047f1-5477-4111-8cb4-6b81cd5c7bc3"
"2017-10-11 15:08:13","2017-10-11 13:29:21","2017-10-11 14:24:02","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",13,"Le thi kim ly",271,"Nữ",48,"Kinh","","Tốt nghiệp cấp II","Lam vuon","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:48073932-8ba5-45c5-87f6-a1bec1bd03c9"
"2017-10-10 08:09:52","2017-10-10 07:13:02","2017-10-10 08:09:47","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",1,"Nguyen thi thao",11,"Nữ",55,"Kinh","","Chưa học hết tiểu học","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:16ed5fc4-0051-48ca-8329-126e9a502cb3"
"2017-10-13 16:09:03","2017-10-13 15:28:55","2017-10-13 16:09:00","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634123","ấp Suối Râm","Nông thôn",19,"Nguyen khac cuong",148,"Nam",50,"Kinh","","Chưa học hết cấp II","Khong lam gi","Người lao động cho gia đình không được trả lương","","Khác","Lam viec cho gia dinh","Khong co","uuid:b047be41-95cf-476e-9edf-cc6c78544701"
"2017-10-13 08:44:00","2017-10-13 07:55:53","2017-10-13 08:43:59","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",17,"Nguyen thi thanh thanh",251,"Nam",65,"Kinh","","Tốt nghiệp cấp II","O nha","Không có việc làm","","Cơ quan nhà nước","","0","uuid:865da381-ea5c-49ba-a6be-107c9068f6ea"
"2017-10-10 15:31:46","2017-10-10 14:53:47","2017-10-10 15:31:39","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622712","Ấp Mít Nài","Nông thôn",3,"Tran phuong thao",300,"Nữ",61,"Kinh","","Học xong tiểu học","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:61d72b3b-58f6-4ba6-ac42-edd367e40f32"
"2017-10-11 16:20:29","2017-10-11 15:29:53","2017-10-11 16:16:48","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",6,"Ho le kieu mi",215,"Nam",50,"Kinh","","Tốt nghiệp cấp III","Nghi huu","Nghỉ hưu (và không làm thêm)","","Khác","Nghi huu","Khong","uuid:6d00ccba-e1d9-4783-80f2-39bb770b52ba"
"2017-10-12 10:17:30","2017-10-12 09:32:24","2017-10-12 10:17:26","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603201","Khu phố 1","Đô thị",11,"Ho le kieu mi",215,"Nam",32,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Cong an","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Quốc phòng/Công an","","Khong","uuid:4c0444ff-71a1-4697-8248-79234e343d9d"
"2017-10-10 16:23:33","2017-10-10 15:39:30","2017-10-10 16:23:28","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Xã La Ngà","Xã La Ngà","757362622711","Ấp 3","Nông thôn",41,"Nguyen khac cuong",148,"Nam",63,"Kinh","","Chưa học hết cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:0b80686c-b805-4966-b57a-52ce950d71e0"
"2017-10-15 09:31:57","2017-10-15 08:45:40","2017-10-15 09:31:53","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625715","Ấp Tân Hợp","Nông thôn",2,"LE THI KIM LY",271,"Nữ",55,"Kinh","","Chưa học hết tiểu học","Buon ban quan ca phe","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:93f77c13-6a29-4b42-8075-097d6c818e07"
"2017-10-13 07:47:47","2017-10-13 07:07:42","2017-10-13 07:47:43","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",19,"Nguyen khac cuong",148,"Nam",33,"Kinh","","Chưa học hết cấp II","Lam vuon","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:7b514ad6-df0d-440c-b618-dc6d6a96c378"
"2017-10-13 08:39:50","2017-10-13 08:05:20","2017-10-13 08:39:42","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",10,"Nguyen thi thao",11,"Nữ",49,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:2efcf581-78c3-4208-98f8-c4023d4e9e39"
"2017-10-12 08:13:04","2017-10-12 07:32:52","2017-10-12 08:12:55","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",16,"Nguyen thi thao",11,"Nữ",30,"Kinh","","Tốt nghiệp cấp III","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong co","uuid:b988335c-fbd4-4b0a-b924-d0f922076827"
"2017-10-13 09:30:44","2017-10-13 08:36:21","2017-10-13 09:30:38","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",12,"Nguyen thi hong hiep",256,"Nam",46,"Kinh","","Tốt nghiệp cấp III","Tho dien","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Nghe dien thoai khoang 5 phut","uuid:a7754ac7-c6b1-4dd4-a011-556a71c9c336"
"2017-10-12 08:10:46","2017-10-12 07:33:52","2017-10-12 08:10:44","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Phường Trũng Dũng","Phường Trũng Dũng","757312603202","Khu phố 3","Đô thị",11,"Tran phuong thao",300,"Nữ",55,"Kinh","","Tốt nghiệp cấp III","Tho may","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:8b8e2054-a18a-43da-a7f9-10d98ecb8495"
"2017-10-11 08:44:09","2017-10-11 07:28:16","2017-10-11 08:44:03","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",1,"Ho le kieu mi",215,"Nữ",48,"Kinh","","Tốt nghiệp cấp III","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong","uuid:6d56dfc6-5e75-40db-8080-cc33377f74f4"
"2017-10-15 08:22:50","2017-10-15 07:27:03","2017-10-15 08:22:46","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625716","ấp Tây Điều","Nông thôn",1,"Pham giang hoi",219,"Nữ",48,"Khác","Hoa","Không qua trường lớp đào tạo nào","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong hieu ro tieng viet lam","uuid:6f3275ef-e75d-4a8e-ae84-1e1eb19dc80e"
"2017-10-10 10:34:15","2017-10-10 09:49:31","2017-10-10 10:34:11","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",41,"Nguyen thi thanh thanh",251,"Nam",67,"Kinh","","Chưa học hết cấp II","Buon ban","Người lao động cho gia đình không được trả lương","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:a07c0d19-e216-4b53-aaa3-c7ebccf2a340"
"2017-10-13 15:34:35","2017-10-13 14:42:41","2017-10-13 15:34:33","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",15,"Nguyen thi thanh thanh",251,"Nữ",64,"Kinh","","Học xong tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","0","uuid:fd325548-0d87-4661-82ce-96780aa70e62"
"2017-10-10 10:21:27","2017-10-10 09:17:35","2017-10-10 10:21:20","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620610","Ấp Hiệp Cường","Đô thị",46,"Pham giang hoi",219,"Nam",64,"Kinh","","Chưa học hết tiểu học","O nha","Người lao động cho gia đình không được trả lương","","Khác","O nha","Khong co","uuid:69c3dba6-0c6a-4df8-868a-ecb88665137b"
"2017-10-14 10:16:45","2017-10-14 09:33:59","2017-10-14 10:16:42","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Bàu Hàm 2","Xã Bàu Hàm 2","757382631400557","Ấp Nguyễn Thái","Nông thôn",51,"Nguyen khac cuong",148,"Nam",50,"Kinh","","Chưa học hết cấp II","Lam moc","Lao động có tay nghề","","Công nghiệp (Tư nhân)","","Khong co","uuid:420c3be7-72cc-49ae-b967-ba631bd45f0b"
"2017-10-11 16:46:56","2017-10-11 15:46:00","2017-10-11 16:34:28","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",16,"Nguyen thi hong hiep",256,"Nam",64,"Kinh","","Tốt nghiệp cấp III","Chan nuoi ho gia dinh","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","0","uuid:8a386d0e-23f2-436e-bcca-25b7c1041e6a"
"2017-10-15 15:01:24","2017-10-15 14:18:12","2017-10-15 15:01:19","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",19,"Nguyen thi hong hiep",256,"Nữ",59,"Kinh","","Chưa học hết cấp III","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:ed4161f6-d571-4d6f-8c2c-22ccfb803e91"
"2017-10-15 14:26:39","2017-10-15 13:37:49","2017-10-15 14:26:28","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",10,"LE THI KIM LY",271,"Nữ",47,"Kinh","","Tốt nghiệp cấp III","Tho may","Lao động có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:10336a2f-3e1d-4c4e-993d-e769ebd6ba9c"
"2017-10-13 09:57:47","2017-10-13 09:13:49","2017-10-13 09:54:54","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",1,"Ho le kieu mi",215,"Nữ",43,"Kinh","","Chưa học hết tiểu học","Noi tro","Nội trợ (và không làm thêm)","","Khác","Noi tro","Khong","uuid:fdce1259-9ce7-4ff9-9394-03f6f8b8a064"
"2017-10-15 16:21:59","2017-10-15 15:14:17","2017-10-15 16:21:54","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624813","Khu phố 1","Đô thị",6,"LE THI KIM LY",271,"Nam",54,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Can bo nha nuoc","Chuyên gia, kỹ thuật (bao gồm cả quân đội, cảnh sát, an ninh)","","Cơ quan nhà nước","","Khong co","uuid:2428024a-7f99-42ab-bf68-67338ecfac86"
"2017-10-15 08:51:40","2017-10-15 08:14:45","2017-10-15 08:51:37","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Xã Bàu Hàm","Xã Bàu Hàm","757372625716","ấp Tây Điều","Nông thôn",11,"TRAN PHUONG THAO",300,"Nữ",39,"Kinh","","Học xong tiểu học","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:ccd7c761-ff6b-4084-a9b9-0a5103686944"
"2017-10-11 09:54:06","2017-10-11 09:05:53","2017-10-11 09:54:02","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",43,"Nguyen thi hong hiep",256,"Nữ",65,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Nguoi dan gô y chinh quyen can ho tro bao hiem y te cho ho ngheo som hon","uuid:7561a7f8-117d-4093-82f0-55af30da1a60"
"2017-10-14 14:58:46","2017-10-14 14:15:12","2017-10-14 14:58:43","Đồng Nai","Đồng Nai","Huyện Thống Nhất","Huyện Thống Nhất","Xã Xuân Thạnh","Xã Xuân Thạnh","757382632620","ấp Trần Hưng Đạo","Nông thôn",9,"Nguyen thi thanh thanh",251,"Nam",60,"Kinh","","Chưa học hết cấp III","Khong co viec lam","Không có việc làm","","Công nghiệp (Nhà nước)","","0","uuid:d0d58a12-754c-4ab7-aadd-dcaecbcb4176"
"2017-10-11 10:22:09","2017-10-11 09:42:53","2017-10-11 10:22:06","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",15,"LE THI KIM LY",271,"Nam",31,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:cafa4f20-7979-46a8-acd7-d8cc5d856a82"
"2017-10-11 16:17:03","2017-10-11 15:31:25","2017-10-11 16:16:59","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",17,"Pham giang hoi",219,"Nam",63,"Kinh","","Tốt nghiệp cấp II","Nghi huu","Nghỉ hưu (và không làm thêm)","","Khác","Nghi huu","Khong co","uuid:ea5473c7-21e6-431e-852b-0394ef4a7629"
"2017-10-11 17:16:24","2017-10-11 16:34:41","2017-10-11 17:16:20","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617005","Khu  phố 5","Đô thị",42,"Nguyen thi hong hiep",256,"Nam",62,"Kinh","","Chưa học hết cấp II","Lao dong tu do","Không có việc làm","","Khác","Nghi tuoi gia","0","uuid:a1cc10f1-038e-47e0-a907-3be3d5f4cbe0"
"2017-10-11 17:07:06","2017-10-11 16:17:12","2017-10-11 17:06:55","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Thị trấn Vĩnh An","Thị trấn Vĩnh An","757352617006","Khu phố 7","Đô thị",19,"Pham giang hoi",219,"Nữ",60,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:c27fdf08-8c48-4491-9349-c79b62c65def"
"2017-10-15 14:16:37","2017-10-15 13:30:22","2017-10-15 14:16:34","Đồng Nai","Đồng Nai","Huyện Trảng Bom","Huyện Trảng Bom","Thị trấn Trảng Bom","Thị trấn Trảng Bom","757372624814","Khu phố 3","Đô thị",20,"TRAN PHUONG THAO",300,"Nữ",35,"Kinh","","Học xong tiểu học","Cong nhan","Lao động có tay nghề","","Công nghiệp (Nước ngoài/Liên doanh)","","Khong co","uuid:6ea7fdfb-7e6c-480a-a024-5ca07aa8cabb"
"2017-10-10 09:20:42","2017-10-10 08:38:02","2017-10-10 09:20:37","Đồng Nai","Đồng Nai","Huyện Định Quán","Huyện Định Quán","Thị trấn Định Quán","Thị trấn Định Quán","757362620609","Ấp Hiệp Tâm 1","Đô thị",3,"LE THI KIM LY",271,"Nam",58,"Kinh","","Tốt nghiệp cấp II","Lam ray","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","KHONG CO","uuid:e99cd838-fac3-4334-a0d4-f2d8c3eb653e"
"2017-10-12 17:49:27","2017-10-12 14:07:51","2017-10-12 17:49:24","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",18,"Nguyen thi hong hiep",256,"Nam",60,"Kinh","","Chưa học hết cấp II","Buon ban gia dinh","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","0","uuid:fad95c14-0ed7-4be2-a3d2-980b2890da64~1"
"2017-10-13 09:05:49","2017-10-13 08:27:21","2017-10-13 09:05:42","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700563","Ấp 3","Nông thôn",19,"Pham giang hoi",219,"Nữ",54,"Kinh","","Chưa học hết cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:f484ec68-cc32-451e-88e0-e497328e4d78"
"2017-10-13 10:33:31","2017-10-13 09:52:22","2017-10-13 10:33:27","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",20,"LE THI KIM LY",271,"Nữ",57,"Kinh","","Tốt nghiệp cấp II","Buon ban nong san","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:1f927901-2686-4b0e-bde1-701d4e577be7"
"2017-10-12 15:12:36","2017-10-12 14:40:16","2017-10-12 15:12:33","Đồng Nai","Đồng Nai","Thành phố Biên Hòa","TP Biên Hòa","Xã Hiệp Hòa","Xã Hiệp Hòa","757312606500543","Ấp Nhất Hòa","Nông thôn",7,"Ho le kieu mi",215,"Nam",48,"Kinh","","Chưa học hết cấp III","Phu ban hang gia dinh","Lao động không có tay nghề","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong","uuid:28cbfc53-5a37-4cbd-a73f-f91c3bb27cfb"
"2017-10-13 07:52:46","2017-10-13 07:07:04","2017-10-13 07:52:35","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Thừa Đức","Xã Thừa Đức","757392634700564","Ấp 4","Nông thôn",9,"Nguyen thi hong hiep",256,"Nữ",66,"Kinh","","Tốt nghiệp cấp II","Ve huu","Nghỉ hưu (và không làm thêm)","","Công nghiệp (Nhà nước)","","0","uuid:3a2e26b2-51b7-4857-ba76-ed5823ec9e7b"
"2017-10-11 10:42:27","2017-10-11 08:12:54","2017-10-11 10:42:02","Đồng Nai","Đồng Nai","Huyện Vĩnh Cửu","Huyện Vĩnh Cửu","Xã Mã Đà","Xã Mã Đà","757352620000548","Ấp 7","Nông thôn",40,"LE THI KIM LY",271,"Nữ",59,"Kinh","","Tốt nghiệp ĐH/Cao đẳng","Lam vuon rau sach","Làm nông nghiệp (kể cả lâm và ngư nghiệp)","","Nông nghiệp","","Khong co","uuid:6c3f443c-925a-49a3-aeb0-8a6f6c61f3aa~2"
"2017-10-13 14:12:02","2017-10-13 13:13:48","2017-10-13 14:11:56","Đồng Nai","Đồng Nai","Huyện Cẩm Mỹ","Huyện Cẩm Mỹ","Xã Long Giao","Xã Long Giao","757392634124","ấp Suối Cả","Nông thôn",3,"Pham giang hoi",219,"Nữ",57,"Kinh","","Tốt nghiệp cấp II","Buon ban","Chủ kinh doanh gia đình","","Dịch vụ/Kinh doanh (Tư nhân)","","Khong co","uuid:350a6f9a-23fc-4ef1-9c81-0fcc7b4eb370"
